UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
1387702741498277889,,,2021-04-29 15:08:10 +0530,Their language Their music And their stories I d also like to tell you about those who watch and listen to NBC because they see the national broadcaster as a service provider who in times of crisis think COVID 19 for example airs shows about health risks health care,Neutral
1377577591041839104,,,2021-04-01 16:34:26 +0530,Join us TODAY from 11 00 AM 12 00 PM for What every health care and community service provider needs to know about COVID 19 vaccination Presenters Dr Kelly Grindrod amp Dr Nicole Didyk Register here,Neutral
1377280907330138113,,,2021-03-31 20:55:31 +0530,Join us tomorrow from 11 00 AM 12 00 PM for What every health care and community service provider needs to know about COVID 19 vaccination Presenters Dr Kelly Grindrod amp Dr Nicole Didyk Register here,Neutral
1376525594180136967,,,2021-03-29 18:54:10 +0530,Event 2 Thursday April 1 2021 from 11 00 12 00 AM What every health care and community service provider needs to know about COVID 19 vaccination Presenters Dr Kelly Grindrod amp Dr Nicole Didyk Register here,Neutral
1333354880199692290,,,2020-11-30 15:49:10 +0530,Our health care service provider had always been the heroes now they are the super heroes in the fight against Covid 19,Positive
1320787278810259456,,,2020-10-26 23:30:00 +0530,The is examining COVID 19 s impact on the accessibility of services for people in need If you are 1 a service provider or 2 have sought services like health care or housing take this survey Providers Recipients,Neutral
1287866608258412544,,,2020-07-28 03:15:01 +0530,Hearing that a major food service provider has run out of Nitrile Gloves and is filling orders with Vinyl Gloves Any local restaurants having this problem Could this shortage grow to affect health care providers Any newsers want a collateral COVID 19 story,Positive
1275248686679781376,,,2020-06-23 07:35:54 +0530,PPP HEALTH CARE SERVICE PROVIDER HAS ALMOST NIL MORTALITY RATE FIR COVID 19 PATIENTS,Neutral
1271437211154763776,,,2020-06-12 19:10:27 +0530,The Canadian Psychological Association wants to give back to front line health care workers during the COVID 19 pandemic If you are a front line health service provider and would like to contact a psychologist toll free please visit,Positive
1267175015205736450,,,2020-06-01 00:54:01 +0530,The Canadian Psychological Association wants to give back to front line health care workers during the COVID 19 pandemic If you are a front line health service provider and would like to contact a psychologist toll free please visit,Positive
1259576823249170432,,,2020-05-11 01:41:31 +0530,All of L A can get free Covid 19 testing for vaccines you re gonna have to get that via your health care service provider,Positive
1253745887689314304,,,2020-04-24 23:31:27 +0530,LOCAL NEWS MultiMedical Systems responsds to COVID 19 as an essential Health Care Service Provider,Neutral
1253730686403514368,,,2020-04-24 22:31:03 +0530,MultiMedical Systems responds to COVID 19 as an essential Health Care Service Provider Video Bakersfield,Neutral
1245363220237303809,,,2020-04-01 20:21:44 +0530,Health care staff Police Service provider Government Essential workers Your work is HEROIC THANK YOU HELP THEM amp STAY HOME MOTIVATED TO FREE INDIA OF COVID 19 8TH DAY OF LOCKDOWN Every smiling Indians,Positive
1240343974168199168,,,2020-03-18 23:57:02 +0530,Taylor Rental has recently been the leading regional service provider to the health care industry in Central California engaged in the battle against COVID 19 We have been providing tents structures and staging to hospitals urgent care facilities po,Neutral
1396885231588753409,,,2021-05-24 23:16:06 +0530,You meet the nicest people working at Trucare Connections We care about our clients because for it us it s personal We know how hard it is to find the right cultural fit in a home health care service provider To make the right choice learn more here,Positive
1396447316714926088,,,2021-05-23 18:15:59 +0530,You meet the nicest people working at Trucare Connections We care about our clients because for it us it s personal We know how hard it is to find the right cultural fit in a home health care service provider To make the right choice learn more here,Positive
1396109306018336770,,,2021-05-22 19:52:51 +0530,You meet the nicest people working at Trucare Connections We care about our clients because for it us it s personal We know how hard it is to find the right cultural fit in a home health care service provider To make the right choice learn more here,Positive
1395798095099748361,,,2021-05-21 23:16:13 +0530,You meet the nicest people working at Trucare Connections We care about our clients because for it us it s personal We know how hard it is to find the right cultural fit in a home health care service provider To make the right choice learn more here,Positive
1395360299369238534,,,2021-05-20 18:16:34 +0530,You meet the nicest people working at Trucare Connections We care about our clients because for it us it s personal We know how hard it is to find the right cultural fit in a home health care service provider To make the right choice learn more here,Positive
1395329165063241731,,,2021-05-20 16:12:51 +0530,a Youth friendly health care Service Provider recognises and acknowledges the Diversity of sexual Identities and the Complexities of Womxn and Thrid Gendered Persons through providing LBTQ tailored Health care Services such as NenaNaBinti,Positive
1395265199364403200,,,2021-05-20 11:58:40 +0530,The reasons for a pregnant person to decide this is the right health care option for them are varied and diverse and deeply personal This is not enough time to decide find a service provider and book an appointment 3,Positive
1395252053853700099,,,2021-05-20 11:06:26 +0530,Congratulations to and team on their IABCA Exporter or Service Provider of the Year Award and their contribution to improve systems and the delivery of health care around the globe,Neutral
1395022161371451393,,,2021-05-19 19:52:56 +0530,You meet the nicest people working at Trucare Connections We care about our clients because for it us it s personal We know how hard it is to find the right cultural fit in a home health care service provider To make the right choice learn more here,Positive
1395016811075276810,,,2021-05-19 19:31:40 +0530,The following video was filmed by Limpopo Mental Health Society and their mental health care users This video shows some of the challenges faced by the organisation as a mental health service provider in Limpopo SYM SAFMH SpeakYourMind MentalHealth,Negative
1395016504119267333,,,2021-05-19 19:30:27 +0530,The following video was filmed by Limpopo Mental Health Society and their mental health care users This video shows some of the challenges faced by the organisation as a mental health service provider in Limpopo SYM SAFMH SpeakYourMind MentalHealth,Negative
1395016229216309255,,,2021-05-19 19:29:21 +0530,The following video was filmed by Limpopo Mental Health Society and their mental health care users This video shows some of the challenges faced by the organisation as a mental health service provider in Limpopo SYM SAFMH SpeakYourMind MentalHealth,Negative
1394780692450619403,,,2021-05-19 03:53:25 +0530,You meet the nicest people working at Trucare Connections We care about our clients because for it us it s personal We know how hard it is to find the right cultural fit in a home health care service provider To make the right choice learn more here,Positive
1394710815278866435,,,2021-05-18 23:15:45 +0530,You meet the nicest people working at Trucare Connections We care about our clients because for it us it s personal We know how hard it is to find the right cultural fit in a home health care service provider To make the right choice learn more here,Positive
